Entity,Code,Day,Global sea level according to Church and White (2011),Global sea level according to UHSLC,Global sea level as an average of Church and White (2011) and UHSLC data
World,OWID_WRL,1992-01-15,-16.38073,-5.97262,-11.176675
World,OWID_WRL,1992-04-15,-17.414062,-9.064393,-13.239227
World,OWID_WRL,1992-07-15,-20.247396,-12.709233,-16.478315
World,OWID_WRL,1992-10-15,-17.814062,-15.452538,-16.6333
World,OWID_WRL,1993-01-15,-19.580729,-16.695967,-18.138348
World,OWID_WRL,1993-04-15,-16.314062,-16.86378,-16.58892
World,OWID_WRL,1993-07-15,-22.78073,-22.299494,-22.540112
World,OWID_WRL,1993-10-15,-28.714062,-26.169756,-27.44191
World,OWID_WRL,1994-01-15,-22.347395,-20.214705,-21.28105
World,OWID_WRL,1994-04-15,-20.080729,-15.191895,-17.63631
World,OWID_WRL,1994-07-15,-17.98073,-16.18246,-17.081596
World,OWID_WRL,1994-10-15,-18.247396,-15.303903,-16.77565
World,OWID_WRL,1995-01-15,-16.347395,-10.713536,-13.530466
World,OWID_WRL,1995-04-15,-15.280729,-8.988283,-12.134506
World,OWID_WRL,1995-07-15,-15.5807295,-10.997421,-13.289076
World,OWID_WRL,1995-10-15,-11.547396,-9.467109,-10.507252
World,OWID_WRL,1996-01-15,-7.247396,-6.8699245,-7.0586605
World,OWID_WRL,1996-04-15,-15.180729,-9.217386,-12.199058
World,OWID_WRL,1996-07-15,-11.947396,-10.96046,-11.453928
World,OWID_WRL,1996-10-15,-5.1473956,-9.552796,-7.3500957
World,OWID_WRL,1997-01-15,-6.480729,-6.3922005,-6.436465
World,OWID_WRL,1997-04-15,0.11927083,-2.5415742,-1.2111517
World,OWID_WRL,1997-07-15,-2.6473958,-2.469882,-2.558639
World,OWID_WRL,1997-10-15,-2.1140625,-1.9077556,-2.010909
World,OWID_WRL,1998-01-15,-1.8473958,-2.5314734,-2.1894345
World,OWID_WRL,1998-04-15,-11.647396,-8.481188,-10.064292
World,OWID_WRL,1998-07-15,-10.814062,-10.166642,-10.490353
World,OWID_WRL,1998-10-15,-9.114062,-7.2468753,-8.180469
World,OWID_WRL,1999-01-15,-8.480729,-3.5139046,-5.997317
World,OWID_WRL,1999-04-15,-0.64739585,-1.1699636,-0.9086797
World,OWID_WRL,1999-07-15,-0.24739583,-0.962018,-0.60470694
World,OWID_WRL,1999-10-15,-3.0807292,-1.8299992,-2.4553642
World,OWID_WRL,2000-01-15,-8.347396,-2.004248,-5.175822
World,OWID_WRL,2000-04-15,0.7859375,-0.45580158,0.16506796
World,OWID_WRL,2000-07-15,2.952604,-2.295423,0.3285905
World,OWID_WRL,2000-10-15,-4.6140623,-2.521531,-3.5677967
World,OWID_WRL,2001-01-15,-0.8140625,2.2887645,0.737351
World,OWID_WRL,2001-04-15,2.7526042,4.0925627,3.4225836
World,OWID_WRL,2001-07-15,4.7192707,3.3461213,4.032696
World,OWID_WRL,2001-10-15,3.3192708,3.4778578,3.3985643
World,OWID_WRL,2002-01-15,-2.780729,0.6639811,-1.0583739
World,OWID_WRL,2002-04-15,-1.0473958,-2.0881639,-1.5677798
World,OWID_WRL,2002-07-15,2.152604,0.020047083,1.0863256
World,OWID_WRL,2002-10-15,5.2192707,1.5205593,3.369915
World,OWID_WRL,2003-01-15,4.3859377,2.1079428,3.2469401
World,OWID_WRL,2003-04-15,5.919271,4.6569943,5.2881327
World,OWID_WRL,2003-07-15,14.619271,6.9256134,10.772442
World,OWID_WRL,2003-10-15,15.719271,8.012266,11.865768
World,OWID_WRL,2004-01-15,8.2526045,6.86924,7.560922
World,OWID_WRL,2004-04-15,9.152604,6.2509966,7.7018003
World,OWID_WRL,2004-07-15,13.652604,7.5435653,10.598084
World,OWID_WRL,2004-10-15,9.985937,7.4263935,8.706165
World,OWID_WRL,2005-01-15,10.619271,7.428711,9.023991
World,OWID_WRL,2005-04-15,10.052604,8.212508,9.132556
World,OWID_WRL,2005-07-15,12.119271,8.810124,10.464698
World,OWID_WRL,2005-10-15,6.3526044,9.226936,7.78977
World,OWID_WRL,2006-01-15,6.652604,12.077223,9.364914
World,OWID_WRL,2006-04-15,14.119271,15.414861,14.767066
World,OWID_WRL,2006-07-15,9.519271,15.309106,12.414188
World,OWID_WRL,2006-10-15,13.652604,12.80933,13.230967
World,OWID_WRL,2007-01-15,4.3859377,8.662701,6.524319
World,OWID_WRL,2007-04-15,10.385938,9.705506,10.045722
World,OWID_WRL,2007-07-15,22.785938,14.288616,18.537277
World,OWID_WRL,2007-10-15,17.51927,14.50125,16.01026
World,OWID_WRL,2008-01-15,17.552605,15.584626,16.568615
World,OWID_WRL,2008-04-15,25.352604,21.90852,23.630562
World,OWID_WRL,2008-07-15,30.452604,24.80161,27.627108
World,OWID_WRL,2008-10-15,23.819271,20.322983,22.071127
World,OWID_WRL,2009-01-15,19.319271,18.41353,18.866402
World,OWID_WRL,2009-04-15,24.652605,22.41509,23.533848
World,OWID_WRL,2009-07-15,33.652603,28.418468,31.035536
World,OWID_WRL,2009-10-15,38.085938,35.728676,36.907307
World,OWID_WRL,2010-01-15,,38.776936,38.776936
World,OWID_WRL,2010-04-15,,34.88547,34.88547
World,OWID_WRL,2010-07-15,,33.87824,33.87824
World,OWID_WRL,2010-10-15,,37.251026,37.251026
World,OWID_WRL,2011-01-15,,37.34795,37.34795
World,OWID_WRL,2011-04-15,,35.97776,35.97776
World,OWID_WRL,2011-07-15,,36.71847,36.71847
World,OWID_WRL,2011-10-15,,34.682507,34.682507
World,OWID_WRL,2012-01-15,,34.20025,34.20025
World,OWID_WRL,2012-04-15,,41.720886,41.720886
World,OWID_WRL,2012-07-15,,47.173904,47.173904
World,OWID_WRL,2012-10-15,,46.271473,46.271473
World,OWID_WRL,2013-01-15,,44.80457,44.80457
World,OWID_WRL,2013-04-15,,44.577915,44.577915
World,OWID_WRL,2013-07-15,,41.337986,41.337986
World,OWID_WRL,2013-10-15,,37.38712,37.38712
World,OWID_WRL,2014-01-15,,41.268642,41.268642
World,OWID_WRL,2014-04-15,,48.816914,48.816914
World,OWID_WRL,2014-07-15,,53.857372,53.857372
World,OWID_WRL,2014-10-15,,55.675884,55.675884
World,OWID_WRL,2015-01-15,,53.264576,53.264576
World,OWID_WRL,2015-04-15,,50.08209,50.08209
World,OWID_WRL,2015-07-15,,50.461704,50.461704
World,OWID_WRL,2015-10-15,,54.90935,54.90935
World,OWID_WRL,2016-01-15,,58.723286,58.723286
World,OWID_WRL,2016-04-15,,56.711594,56.711594
World,OWID_WRL,2016-07-15,,54.346962,54.346962
World,OWID_WRL,2016-10-15,,55.541004,55.541004
World,OWID_WRL,2017-01-15,,54.96168,54.96168
World,OWID_WRL,2017-04-15,,55.612373,55.612373
World,OWID_WRL,2017-07-15,,57.35599,57.35599
World,OWID_WRL,2017-10-15,,52.51952,52.51952
World,OWID_WRL,2018-01-15,,49.370857,49.370857
World,OWID_WRL,2018-04-15,,52.57545,52.57545
World,OWID_WRL,2018-07-15,,53.08512,53.08512
World,OWID_WRL,2018-10-15,,53.301662,53.301662
World,OWID_WRL,2019-01-15,,56.607487,56.607487
World,OWID_WRL,2019-04-15,,58.671906,58.671906
World,OWID_WRL,2019-07-15,,61.393715,61.393715
World,OWID_WRL,2019-10-15,,67.24985,67.24985
World,OWID_WRL,2020-01-15,,68.81163,68.81163
World,OWID_WRL,2020-04-15,,66.73996,66.73996
World,OWID_WRL,2020-07-15,,66.70432,66.70432
World,OWID_WRL,2020-10-15,,61.74304,61.74304
